0, 0.023204
0, 0.023233
0, 0.023239
0, 0.023239
0, 0.023243
0, 0.023253
0, 0.023258
0, 0.023268
0, 0.023271
0, 0.023271
0, 0.023272
0, 0.023274
0, 0.023277
0, 0.023279
0, 0.023289
0, 0.023291
0, 0.023300
0, 0.023302
0, 0.023304
0, 0.023314
0, 0.023316
0, 0.023321
0, 0.023327
0, 0.023329
0, 0.023345
0, 0.023346
0, 0.023359
0, 0.023360
0, 0.023366
0, 0.023373
0, 0.023422
0, 0.023422
0, 0.023486
0, 0.023600
0, 0.023608
0, 0.023671
0, 0.024139
0, 0.024304
0, 0.024745
0, 0.024829
0, 0.024895
0, 0.024968
0, 0.025166
0, 0.025166
0, 0.025777
0, 0.026084
0, 0.026242
0, 0.026290
0, 0.026416
0, 0.026464
0, 0.026471
0, 0.026480
0, 0.026700
0, 0.027064
0, 0.027136
0, 0.027136
0, 0.027197
0, 0.027239
0, 0.027356
0, 0.027442
0, 0.027500
0, 0.027654
0, 0.027700
0, 0.027728
0, 0.027854
0, 0.027942
0, 0.028123
0, 0.028147
0, 0.028267
0, 0.028301
0, 0.028427
0, 0.028685
0, 0.028727
0, 0.028882
0, 0.028905
0, 0.028970
0, 0.029115
0, 0.029167
0, 0.029204
0, 0.029244
0, 0.029337
0, 0.029349
0, 0.029365
0, 0.029385
0, 0.029652
0, 0.029701
0, 0.029713
0, 0.029714
0, 0.029715
0, 0.029727
0, 0.029791
0, 0.029797
0, 0.029806
0, 0.029809
0, 0.029848
0, 0.029859
0, 0.029859
0, 0.029910
0, 0.029913
0, 0.029935
0, 0.029944
0, 0.029964
0, 0.029967
0, 0.029970
0, 0.029973
0, 0.029987
0, 0.029996
0, 0.029997
0, 0.030002
0, 0.030009
0, 0.030022
0, 0.030031
0, 0.030036
0, 0.030037
0, 0.030037
0, 0.030039
0, 0.030046
0, 0.030047
0, 0.030056
0, 0.030080
0, 0.030084
0, 0.030087
0, 0.030092
0, 0.030096
0, 0.030100
0, 0.030101
0, 0.030102
0, 0.030102
0, 0.030104
0, 0.030104
0, 0.030104
0, 0.030105
0, 0.030109
0, 0.030111
0, 0.030124
0, 0.030125
0, 0.030126
0, 0.030130
0, 0.030136
0, 0.030142
0, 0.030149
0, 0.030150
0, 0.030151
0, 0.030158
0, 0.030158
0, 0.030158
0, 0.030160
0, 0.030162
0, 0.030166
0, 0.030170
0, 0.030172
0, 0.030173
0, 0.030176
0, 0.030179
0, 0.030181
0, 0.030188
0, 0.030195
0, 0.030196
0, 0.030196
0, 0.030202
0, 0.030203
0, 0.030208
0, 0.030211
0, 0.030214
0, 0.030219
0, 0.030220
0, 0.030222
0, 0.030226
0, 0.030227
0, 0.030239
0, 0.030242
0, 0.030243
0, 0.030246
0, 0.030247
0, 0.030252
0, 0.030253
0, 0.030254
0, 0.030256
0, 0.030257
0, 0.030261
0, 0.030262
0, 0.030274
0, 0.030276
0, 0.030286
0, 0.030287
0, 0.030287
0, 0.030288
0, 0.030290
0, 0.030290
0, 0.030298
0, 0.030306
0, 0.030307
0, 0.030313
0, 0.030317
0, 0.030321
0, 0.030321
0, 0.030327
0, 0.030331
0, 0.030335
0, 0.030345
0, 0.030346
0, 0.030349
0, 0.030353
0, 0.030362
0, 0.030371
0, 0.030373
0, 0.030375
0, 0.030383
0, 0.030386
0, 0.030387
0, 0.030387
0, 0.030394
0, 0.030395
0, 0.030396
0, 0.030397
0, 0.030397
0, 0.030398
0, 0.030402
0, 0.030403
0, 0.030405
0, 0.030406
0, 0.030417
0, 0.030423
0, 0.030428
0, 0.030435
0, 0.030445
0, 0.030449
0, 0.030465
0, 0.030465
0, 0.030466
0, 0.030478
0, 0.030482
0, 0.030487
0, 0.030487
0, 0.030488
0, 0.030488
0, 0.030500
0, 0.030500
0, 0.030508
0, 0.030519
0, 0.030528
0, 0.030545
0, 0.030550
0, 0.030572
0, 0.030668
0, 0.030697
0, 0.030712
0, 0.030741
0, 0.030970
0, 0.030971
0, 0.030974
0, 0.031300
0, 0.031475
0, 0.031514
0, 0.031634
0, 0.031720
0, 0.031821
0, 0.031889
0, 0.032325
0, 0.032414
0, 0.032420
0, 0.032430
0, 0.032526
0, 0.032572
0, 0.032603
0, 0.032640
0, 0.032648
0, 0.032699
0, 0.032787
0, 0.032805
0, 0.032887
0, 0.032902
0, 0.032940
0, 0.032943
0, 0.032964
0, 0.033019
0, 0.033086
0, 0.033115
0, 0.033256
0, 0.033394
0, 0.033402
0, 0.033417
0, 0.033603
0, 0.033659
0, 0.033831
0, 0.033843
0, 0.033852
0, 0.033983
0, 0.033994
0, 0.034138
0, 0.034289
0, 0.034340
0, 0.034446
0, 0.034685
0, 0.035155
0, 0.035171
0, 0.035203
0, 0.035206
0, 0.035227
0, 0.035856
0, 0.035985
0, 0.036341
0, 0.036711
0, 0.036885
0, 0.037151
0, 0.037412
0, 0.037480
0, 0.037702
0, 0.038097
0, 0.038151
0, 0.042567
0, 0.073517
0, 0.088994
0, 0.096602
1, 0.023237
1, 0.023271
1, 0.023276
1, 0.023295
1, 0.023322
1, 0.023349
1, 0.023355
1, 0.023364
1, 0.023367
1, 0.023368
1, 0.023379
1, 0.023397
1, 0.023410
1, 0.023412
1, 0.023425
1, 0.023426
1, 0.023444
1, 0.023473
1, 0.023483
1, 0.023487
1, 0.023495
1, 0.023512
1, 0.023525
1, 0.023536
1, 0.023540
1, 0.023555
1, 0.023564
1, 0.023576
1, 0.023685
1, 0.023799
1, 0.023887
1, 0.023908
1, 0.024170
1, 0.024627
1, 0.024658
1, 0.024682
1, 0.024799
1, 0.024828
1, 0.024905
1, 0.024971
1, 0.025072
1, 0.025079
1, 0.025147
1, 0.025447
1, 0.025521
1, 0.025632
1, 0.025817
1, 0.025928
1, 0.026199
1, 0.026212
1, 0.026452
1, 0.026508
1, 0.026850
1, 0.026939
1, 0.027003
